Customer ID*,Customer Name*,Street,Housenumber,City,ZIP,Existing customer,Number of employees,Revenue,URL,e-mail,mobile,Telefone,Heading*,Heading ID*,Keyword (1 main keyword),Year/month founded (entrepreneur),Short Crypted
34437,Bösch Albert GmbH + Co KG,Wiesenstr,19,Lustenau,6890,,27,3500000,http://www.alboe.at,office@alboe.at,,0557786500,Stickereien,3736,Stickerei,,3BF2v
34447,Bösch Ernst & Co KG,Rheinstr,11,Lustenau,6890,,3,900000,http://www.ernst-boesch.at,office@ernst-boesch.at,,0557782013,Stickereien,3736,Stickerei,,7X8QM
34452,Bösch-Reisen GesmbH & Co KG,Hag,23,Lustenau,6890,,20,1000000,http://www.boeschreisen.at,office@boeschreisen.at,,0557782666,Autobusunternehmen,244,Busunternehmen,,G61Vq
34454,Bösch H + R GesmbH,Sandhof,1,Lustenau,6890,,28,2000000,http://www.bausv.at,,,0557782006,Sachverständige / Sonstige,3034,Sachverständige,,Ddhjn
34497,Buchdruckerei Lustenau GmbH,Millennium Park,10,Lustenau,6890,,95,12182000.13,http://www.bulu.at,info@bulu.at,,0557782024,Offsetdruckereien,2625,Offsetdruckereien,,65qfJ
34499,Tischlerei Bucher GmbH,Zellg,35,Lustenau,6890,,9,740000,http://www.fbucher-tischlerei.at,,,0557785336,Tischlereien,3951,Tischler,,4dWrG
34505,Dorf-Installationstechnik GmbH,Schillerstr,11,Bludenz,6700,,,,http://www.dorfinstallateur.at,norbert.peter@dorfinstallateur.at,,0555262126,Installationsunternehmen,1776,Installateur,,Cv3qn
34520,Ing. Chr. Neyer GmbH & Co KG,Bahnhofstr,9,Bludenz,6700,,15,1000000,http://www.elektro-neyer.at,office@elektro-neyer.at,,0555262268,Elektroinstallationsunternehmen,984,Elektriker,,QppKj
34522,Neyer Holzbau GmbH,Rungelin,6,Bludenz,6700,,12,1600000,http://www.neyer-holzbau.at,office@neyer-holzbau.at,,0555262252,Zimmereien,4400,Zimmerei,,PMVWg
34546,Reutterer Schuhe,Kirchg,2-4,Bludenz,6700,,19,1700000,http://www.reutterer-schuhe.at,,,0555262470,Schuhe u -zubehör / Einzelhandel,3446,Schuhgeschäft,,lq878
34556,Schaffenrath GesmbH Schlosserei-Schlüsselzentrale,Rungeliner Str,18,Bludenz,6700,,7,600000,http://www.schluessel-schaffenrath.at,office@schluessel-schaffenrath.at,,0555262785,Schlüsseldienste,3395,Schlüsseldienst,,rC3Vb
34558,Schmidt's HandelsgesmbH,Almteilweg,3,Bürs,6706,,420,85000000,http://www.schmidt-s.at,verkauf@schmidt-s.at,,055526161,Eisenwaren,942,Eisenwarenhandel,,pkkjX
34561,Druckerei Schuricht GesmbH,Alte Landstr,39,Bludenz,6700,,6,650000,http://www.schuricht.cc,druckerei@schuricht.cc,,0555262169,Druckereien,872,Druckerei,,5MBmZ
34566,Ernst Seeberger,Obdorfweg,9,Bludenz,6700,,,,http://www.camping-seeberger.at,,,0555262512,Kaufhäuser,1890,Kaufhaus,,1jwHS
34571,Siess Brennstoffe GesmbH & Co KG,Bundesstr,18,Nüziders,6714,,10,30000000,http://www.siess.cc,info@siess.cc,,0555262238,Heizöle,1614,Heizöl,,9k6B2
34577,Sparkasse Bludenz Bank AG,Sparkassenpl,1,Bludenz,6700,,105,9000000,http://www.sparkasse.at/bludenz,info@bludenz.sparkasse.at,,050100,Banken u Sparkassen,332,Banken,,K1c9X
34580,Stag Staubgut-Transport GesmbH,Unterbings,12,Bludenz,6700,,85,11300000,http://www.stag.co.at,,,,Transportunternehmen,3995,Transport,,GpfST
34585,Stolz Markus GesmbH & Co KG,Zürcher Str,44,Bludenz,6700,,700,69100000,http://www.stolz.at,,,0555263024,Elektroinstallationsunternehmen,984,Elektriker,,QppM3
34586,Kraft Foods Österreich GmbH,Fohrenburgstr,1,Bludenz,6700,,155,242462235.38,http://www.kraftfoods.at,,,05552609,Schokolade u Schokoladewaren,3426,Schokolade,,Q69S2
34589,Thöni Hoch- u Tiefbau GesmbH & Co KG,Wiesenrain,12,Bludenz,6700,,30,2100000,http://www.thoenibau.at,office@thoenibau.at,,0555262549,Bauträger u Bauentwicklung,390,Bauträger,,MvClx
34591,Tschabrun Hermann GesmbH,Bremschlstr,8a,Bürs,6706,,117,40200000,http://www.tschabrun.at,bludenz@tschabrun.at,,0555266141,Baustoffe u -material,387,Baustoffe,,LRtxv
34595,Tschofen Raumausstattung GmbH - die Raumrettung,Klarenbrunnstr,111,Bludenz,6700,,19,2200000,http://www.raumrettung.at,tschofen@raumrettung.at,,0555266248,Raumausstattung,2900,Raumaustatter,,WBjlT
34596,Tschofen - Tischkultur & Küche,Rathausg,2,Bludenz,6700,,10,1700000,http://www.tschofen.com,info@tschofen.com,,0555262121,Haus- u Küchengeräte u -reparatur,1579,Haushaltsgeräte,,VS4rS
34599,Bludenz Tourismus & Stadt-Marketing GmbH,Werdenbergerstr,42,Bludenz,6700,,5,600000,http://www.bludenz.at,tourismus@bludenz.at,,0555263621,Tourismusinformation u -organisationen,4485,Tourismusbüro,,SH79P
34605,VONBLON Maschinen GmbH,Landstr,28,Nüziders,6714,,25,10000000,http://www.vonblon.cc,office@vonblon.cc,,0555263868,Maschinenhandel,2341,Maschinenhandel,,cXd8w
34609,Holcim (Vorarlberg) GmbH,Brunnenfelder Str,59,Bludenz,6700,,1,8000000,http://www.holcim.com/autl,,,0555263591,Zementwerke,4385,Zementfabrik,,nHQwV
34612,walchbewegt gmbh,Bahnhofstr,29,Bludenz,6700,,3,500000,http://www.walchbewegt.at,info@walchbewegt.at,,0555262031,Sportartikel u -geräte,3652,Sportartikel,,l6TFR
34614,Wohnatelier Walter,Bahnhofstr,7,Bludenz,6700,,2,445000,http://www.wertvoll-wohnen.at,info@wertvoll-wohnen.at,,0555262510,Möbel / Einzelhandel,2474,Möbeleinzelhandel,,jfBRP
34622,Werit Handels GmbH,Austr,61,Bludenz,6700,,12,1600000,http://www.werit.eu,office@werit.at,,0555263315,Kunststoffbe- u -verarbeitung,2132,Kunststoffe,,qSNdt
34638,Gasthaus Brauerei,Dorf,174,Krumbach,6942,,5,350000,http://www.gasthaus-brauerei.at,info@gasthaus-brauerei.at,,055138158,Gasthäuser u Gasthöfe,1352,Gasthaus,,7X8VG
34645,Gasthof Adler,Dorf,5,Krumbach,6942,,7,300000,http://www.adler-krumbach.at,,,055138156,Gasthäuser u Gasthöfe,1352,Gasthaus,,G61bm
34656,Pension Jägerheim Familie Raid,Zwing,129,Krumbach,6942,,,,http://www.jaegerheim-krumbach.at,,,055138212,Pensionen / Privatzimmer,2728,Pension,,ZMgSr
34670,Haus Theresia,Langen am Arlberg,3,Klösterle,6754,,,,http://www.haus-theresia.com,haus-theresia3@aon.at,,05582286,Pensionen / Privatzimmer,2728,Pension,,bpzHD
34673,Gasthof - Pension Hirschen,Nr.,58,Langenegg,6941,,,,http://www.gh-hirschen.at,elisabeth.fickert@aon.at,,055136194,Gasthäuser u Gasthöfe,1352,Gasthaus,,nHQxp
34678,Nussbaumer Computers & Communications,Hampmann,68,Langenegg,6941,,,180000,http://www.nussbaumer.tel,nussbaumer@ibc.at,,,Telefonanlagen,3860,Telekommunikationsanlagen,,jfBSj
34680,Hotel Krone Fam Nußbaumer,Gfäll,107,Langenegg,6941,,15,660000,http://www.krone-langenegg.at,info@krone-langenegg.at,,055136178,Hotels,1694,Hotel,,vqJ4K
34686,Sennerei Langenegg regGenmbH,Berkmann,116,Langenegg,6941,,,,http://www.kaeserei.com,sennerei.langenegg@aon.at,,055136190,Genossenschaften,1385,Genossenschaft,,qSNgC
34692,Berghof Laterns,Gapfohl,1,Laterns,6830,,7,600000,http://www.berghof-laterns.at,,,05526233,Gasthäuser u Gasthöfe,1352,Gasthaus,,3BF87
34721,DIETRICH LUFT + KLIMA GesmbH,Hubertusweg,3,Lauterach,6923,,15,2500000,http://www.luft-klima.com,office@luft-klima.com,,0557473797,Lüftungsanlagen u -technik,2311,Klimatechnik,,Xf2c8
34728,eberle GmbH & Co KG,Kaltenbrunnenstr,17,Lauterach,6923,,12,1500000,http://www.ebe.cc,office@ebe.cc,,0557472340,Edelstahl,907,Edelstahl,,hBshf
34741,Pizzeria Italia,Karl-Höll-Str,4,Lauterach,6923,,,,http://www.pizzeriaitalia.at,,,0557475391,Pizzerias,2768,Pizzeria,,kMqP3
34746,Giselbrecht GmbH,Dammstr,22,Lauterach,6923,,4,1000000,http://www.giselleim.com,giselbrecht@giselleim.com,,0557471871,Klebstoffe,1952,Klebstoff,,tN1Hb
34751,Reinhard Götze,Bundesstr,87,Lauterach,6923,,,,http://www.pensiongoetze.at,goetze.kiosk.pension@speed.at,,0557471263,Pensionen / Privatzimmer,2728,Pension,,pkknT
34762,Höfle Hugo u Franz GmbH,Harder Str,19a,Lauterach,6923,,50,7000000,http://www.hoefle.co.at,info@hoefle.co.at,,0557471295,Transportunternehmen,3995,Transport,,BRl8x
34766,Horner GmbH,Harder Str,22,Lauterach,6923,,7,1200000,http://www.horner-holz.at,office@horner-holz.at,,0557471164,Holzhandel,1647,Holzmarkt,,7X8Xs
34767,Huber Peter Transport GmbH,Lustenauer Str,41,Hard,6971,,21,5000000,http://www.huber-transporte.at,peterh@huber-transporte.at,,0557472146,Transportunternehmen,3995,Transport,,6pTfr
34775,Jussel GmbH & Co KG - Werkzeugbau,Morgenstr,1,Lauterach,6923,,13,2000000,http://www.jussel.com,office@jussel.com,,0557472440,Werkzeug- u Formenbau,4295,Werkzeugbau,,DdhrL
34783,Netzer Tischlerei GmbH & Co KG,Montafoner Str,132b,Gaschurn,6793,,17,1500000,http://www.netzer.at,office@netzer.at,,055588285,Tischlereien,3951,Tischler,,LRv3q
34784,Pension Alpenrose,Am Bach,165a,Gaschurn,6793,,,,http://www.huesli-alpenrose.at,info@huesli-alpenrose.at,,055588630,Pensionen / Privatzimmer,2728,Pension,,ZMgWS
34787,Hotel Monika,Schulstr,200b,Gaschurn,6793,,10,600000,http://www.hotelmonika.at,info@m-montafon.at,,055588291,Hotels,1694,Hotel,,WBjqP
34788,Pension Mottabella,Montafoner Str,37,Gaschurn,6793,,2,100000,http://www.mottabella.net,pension@mottabella.net,,055588260,Pensionen / Privatzimmer,2728,Pension,,VS4wN
34789,Hotel Nova,Schulstr,200c,Gaschurn,6793,,,,http://www.hotel-nova.com,gaschurn@hotel-nova.com,,055588293,Hotels,1694,Hotel,,TkQ3M
34790,Pension Gantekopf,Nr.,120,Gaschurn,6793,,3,150000,http://www.montafon.com/pension-gantekopf,,,055588288,Pensionen / Privatzimmer,2728,Pension,,T1m8L
34791,Lucas Hotel,Innere Gosta,19,Gaschurn,6793,,,,http://www.hotel-lucas.at,info@hotel-lucas.at,,055588236,Hotels,1694,Hotel,,SH7FK
34792,Saladina Hotel,Schulstr,200,Gaschurn,6793,,11,1045000,http://www.saladina.com,service@saladina.com,,055588204,Hotels,1694,Hotel,,hBsjx
34798,Pension Ganeu,Innere Gosta,11c,Gaschurn,6793,,,,http://www2.vol.at/pension.ganeu,,,055588354,Pensionen / Privatzimmer,2728,Pension,,bpzKq
34799,Snowboardschule Silvretta Nova - Talstation Versettla,,Landhaus Pfeifer 89b,Gaschurn,6793,,,,http://www.skischulesilvrettanova.at,funcamp@gmx.at,,055588150,Ski- u Snowboardschulen,3584,Skischulen,,b6KQp
34805,INTERSPORT Tschofen,Dorfstr,184c,Gaschurn,6793,,8,1000000,http://www.intersport-tschofen.at,office@intersport-tschofen.at,,055588266,Sportartikel u -geräte,3652,Sportartikel,,kMqQL
34808,Pension Maderer Fam. Brugger u Wittwer,Bergerstr,102,Gaschurn,6793,,,,http://www.pension-maderer.at,,,055588321,Pensionen / Privatzimmer,2728,Pension,,vqJ6w
34809,Ammann GmbH,Walgaustr,73,Göfis,6811,,,,http://www.tischlerei-ammann.at,office@tischlerei-ammann.at,,0552275134,Tischlereien,3951,Tischler,,v6fCv
34815,Gasthof Brunnenwald,Brunnenwald,9,Göfis,6811,,6,280000,http://www.brunnenwald.de.vu,gasthof.brunnenwald@vol.at,,0552273779,Gasthäuser u Gasthöfe,1352,Gasthaus,,pkkpn
34824,Kaufmann GmbH,Römerstr,93,Göfis,6811,,65,9250000,http://www.kaufmann-tools.at,office@kaufmann-tools.at,,0552273822,Baumaschinen u -geräte,361,Baumaschinen,,11HTh
34827,Stein-Lampert GmbH,Haldenweg,9,Göfis,6811,,13,1300000,http://www.steinlampert.at,office@steinlampert.at,,0552273824,Natursteine u -platten,2581,Natursteine,,3BFBs
34831,Müller Rainer Installation & Kältetechnik,Badrus,1b,Göfis,6811,,,,http://www.klima-vorarlberg.at,mueller-rainer@gmx.at,,0552273453,Kühlanlagen u -geräte,2085,Klimatechnik,,65qn7
34837,Stampfl GesmbH & Co KG,Badidastr,47,Göfis,6811,,7,1000000,http://www.stampfl.com,office@stampfl.com,,0552273579,Rollläden,3006,Rollos,,Q69Z8
34842,Pension Cafe Montiel Familie Schallner,Nr.,4b,Gortipohl,6791,,,,http://www.montafon.com/montiel,montiel@aon.at,,055576602,Kaffeehäuser,1831,Cafe,,G61gn
34844,Hotel Silvretta,Nr.,23b,Gortipohl,6791,,15,1100000,http://www.hotel-silvretta-montafon.at,info@silvretta.co.at,,055576120,Hotels,1694,Hotel,,HXJSv
34851,Pension Rudigier,Nr.,23a,Gortipohl,6791,,,,"http://www.tiscover.at/at/guide/5,de,HERO/objectId,ACC210072at/home.html",,,055576130,Pensionen / Privatzimmer,2728,Pension,,dHH91
34854,Haus Vergud,Nr.,70,Gortipohl,6791,,,,http://members.aon.at/vergud,haus.vergud@aon.at,,055576226,Pensionen / Privatzimmer,2728,Pension,,gSDrB
34856,Pension Alpenrose,Nr.,3,Gortipohl,6791,,2,180000,http://www.alpenrose-info.at,mail@alpenrose-info.at,,055576611,Pensionen / Privatzimmer,2728,Pension,,SH7Gf
34860,Amann Alois GmbH & Co KG,Kirlastr,24,Götzis,6840,,15,2500000,http://www.amann-a.at,mail@amann-a.at,,0552362306,Holzbau,1652,Holzbauer,,WBjrt
34863,Amann Gebrüder Heiztechnik,Steinbux,17a,Götzis,6840,,10,3150000,http://www.gebr-amann.at,office@gebr-amann.at,,0552362563,Installationsunternehmen,1776,Installateur,,ZMgZ5
34868,Baldauf Optik-Uhren-Schmuck,Marktstr,6,Götzis,6840,,,,http://www.baldauf-goetzis.at,info@baldauf-goetzis.at,,0552362528,Uhrmacher,4039,Uhrenmacher,,sfLR3
34872,Auto-Beck GesmbH & Co KG,Dr.-Alfons-Heinzle-Str,61,Götzis,6840,,9,6100000,http://www.autobeck.at,,,0552362202,Autohandel,254,Kfz,,hvWfd
34873,Beiser GesmbH & Co KG,Kommingerstr,127,Götzis,6840,,45,11000000,http://www.beiser.at,office@beiser.at,,0552362335,Galvanisierungen,1308,Galvanik,,jfBXh
34878,Berchtold Rudolf - Wohnen mit Stil,Bahnhofstr,29,Götzis,6840,,,,http://www.berchtold-wms.com,wohnen@berchtold-wms.com,,0552362259,Raumausstattung,2900,Raumaustatter,,nHR41
34881,Böckle Spielwaren GmbH & Co KG,Dr.-Alfons-Heinzle-Str,1,Götzis,6840,,9,900000,http://www.modellbau-boeckle.com,,,0552362512,Spielwaren u Spiele,3638,Spielwarengeschäfte,,7X8cD
34891,Cantinetta Leonetti - Ristorante,Hauptstr,23,Götzis,6840,,3,,http://www.cantinetta-leonetti.at,cantinetta.leonetti@aon.at,,0552362254,Restaurants / Italienisch,2960,Restaurant,,3BFDB
34896,Schöch Brigitte - Damenmode,Hauptstr,12a,Götzis,6840,,1,160000,http://www.brigittemoden.at,m.brigitte@aon.at,,0552362358,Damenmoden,737,Kleidung,,LRv68
34899,Salzgeber Mechatronik GmbH,Wuhrmühle,24,Götzis,6840,,13,1000000,http://www.sawa.at,info@sawa.at,,,Transformatoren,3983,Trafos,,NdrnK
34911,Feinjersey BetriebsgesmbH,Lastenstr,55,Götzis,6840,,80,22000000,http://www.feinjersey.at,info@feinjersey.at,,0552362637,Strick- u Wirkwaren / Erzeugung u Großhandel,3769,Strickwarenerzeugung,,KkGCP
34916,DORF-HAUSTECHNK GMBH,Lastenstr,37,Götzis,6840,,12,1669631.32,http://www.dorfinstallateur.at,info@dorfinstallateur.at,,0552355050,Anlagenbau u -technik,104,Anlagenbau,,f1w5M
34919,Spar Fleisch Franz Josef e.U.,Junker-Jonas-Pl,7,Götzis,6840,,25,3600000,http://www.lebensmittel-vorarlberg.at,franz-josef@fleisch-spar.at,,0552362392,Lebensmittel / Einzelhandel,2218,Lebensmittel,,hBsmX
34960,Höfle Naturstein- u Kunststeinwerk GesmbH,Industriestr,4,Götzis,6840,,15,2300000,http://www.hoefle-stein.at,info@hoefle-stein.at,,0552362381,Steinmetzbetriebe,3719,Steinmetzbetrieb,,LRv7R
34962,C.D. Wälzholz International GmbH,Rheinstr,6,Götzis,6840,,44,8500000,http://www.cdw.de,info.at@cdw.de,,0552362591,Ski u -zubehör,3577,Ski,,MvCvZ
34963,Huber Tricot GesmbH,Hauptstr,17,Götzis,6840,,140,40000000,http://www.huber-tricot.com,,,05523505,Strick- u Wirkwaren / Erzeugung u Großhandel,3769,Strickwarenerzeugung,,Ndrpd
34980,Juwelier Kopf GmbH,Junker-Jonas-Pl,5,Götzis,6840,,7,1250000,http://www.juwelier-kopf.at,office@juwelier-kopf.at,,0552362341,"Juwelen, Gold- u Silberwaren / Einzelhandel",1811,Juweliere,,f1w6g
34983,Kräutler Mode-Bewußt-Sein,Ringstr,16,Götzis,6840,,18,2000000,http://www.kraeutler.com,,,0552362471,Damenmoden,737,Kleidung,,hBsnr
34988,Längle Glas GmbH,Hauptstr,3,Götzis,6840,,35,3500000,http://www.langleglas.com,office@langleglas.com,,0552353100,Glas / Glashandel,1446,Glashandel,,WBjvV
34992,Längle Tischlerei GmbH,Dr.-Alfons-Heinzle-Str,24,Götzis,6840,,7,750000,http://www.laengle-tischlerei.at,office@laengle-tischlerei.at,,0552362307,Tischlereien,3951,Tischler,,pkktP
35007,MAZDA MAIER Walter GmbH & Co KG,Dr.-Alfons-Heinzle-Str,88,Götzis,6840,,49,17000000,http://www.mazda-maier.at,info@mazda-maier.at,,0552362532,Autohandel,254,Kfz,,p261g
35015,Michael Mayer,Hans-Berchtold-Str,44,Götzis,6840,,,,http://www.fahrschulemayer.at,fahrschule.mayer@vup.at,,0552362016,Fahrschulen,1067,Fahrschule,,Cv44C
35017,Holzbau Mayer GmbH,Im Buch,31,Götzis,6840,,19,1200000,http://www.mayer-holzbau.at,info@mayer-holzbau.at,,0552362368,Zimmereien,4400,Zimmerei,,1jwSg
35038,Maler Petter GesmbH & Co KG,Lastenstr,33,Götzis,6840,,30,1400000,http://www.malerfamilie.at,office.petter@malerfamilie.at,,0552352123,"Maler, Anstreicher u Lackierer",2321,Maler,,K1cLx
35041,stürmsfs gmbh,Treietstr,4,Klaus,6833,,61,58000000,http://www.stuermsfs.com,,,05523501,Stahl / Großhandel,3681,Stahlhandel,,bpzQn
35044,Sola-Messwerkzeuge GmbH,Unteres Tobel,25,Götzis,6840,,150,26000000,http://www.sola.at,sola@sola.at,,0552353380,Messgeräte,2417,Messgeräte,,f1w7z
35049,Schwab GmbH & Co KG Küchen - Tischlerei,Bundesstr,2+4,Götzis,6840,,47,7800000,http://www.schwab.at,office@schwab.at,,0552362374,Küchen,2071,Küche,,T1mFd
35052,Seewald Öfen Wärme aus Götzis,Dr.-Alfons-Heinzle-Str,19,Götzis,6840,,7,1200000,http://www.seewald-ofen.at,waerme@seewald-ofen.at,,0552362693,Kachel- u Kaminöfen,1825,Kachelöfen,,WBjwp
35060,STARK Spannsysteme GmbH,Kommingerstr,48,Götzis,6840,,28,5000000,http://www.stark-inc.com,info@stark-inc.com,,0552364739,Werkzeug- u Formenbau,4295,Werkzeugbau,,sfLVx
35064,Ströhle GmbH,Junker-Jonas-Pl,3,Götzis,6840,,20,3000000,http://www.schirmmacher.com,info@schirmmacher.com,,0552362562,Werbeartikel u -geschenke,4266,Abziehbilder,,hvWkX
35079,Wieder Druck - Ratt GmbH,Welloch,1,Dornbirn,6850,,,,http://www.wieder.at,office@wieder.at,,0557222365,Offsetdruckereien,2625,Offsetdruckereien,,CBPBS
35081,Wilhelm + Mayer Bau GmbH,Am Bach,20,Götzis,6840,,250,32300000,http://www.wilhelm-mayer.at,office@wilhelm-mayer.at,,0552362081,Bauunternehmen,392,Baufirma,,11Hbw
35089,Berghof Latzer,Bazorastr,42,Gurtis,6820,,,,"http://www.tiscover.at/at/guide/5,de,HERO/objectId,ACC352459at/home.html",,,0552251196,Pensionen / Privatzimmer,2728,Pension,,LRvB5
35093,Alpina Bau- u Holzelemente GesmbH,Erlachstr,2,Hard,6971,,25,2100000,http://www.alpinahaus.at,info@alpinahaus.at,,0557473595,Holzbau,1652,Holzbauer,,PMVmK
35098,Alpla Werke Alwin Lehner GmbH & Co KG,Mockenstr,34,Hard,6971,,900,220000000,http://www.alpla.com,office@alpla.com,,05574602,Verpackungen u Verpackungsmittel,4093,Verpackungsgroßhandel,,Gpfh4
35100,Angerer Waagenservice GesmbH,Langenstegstr,52,Hard,6971,,3,230000,http://www.angerer-waagen.com,angerer.waagen@gmx.at,,0557466198,Waagen / Reparatur u Service,4166,Waagenreparatur,,JGxTB
35102,See-Apotheke Magpharm Contratti-Bittner KG,Kohlplatzstr,3,Hard,6971,,10,,http://www.seeapotheke.at,office@seeapotheke.at,,0557472553,Apotheken,127,Apotheke,,KkGHJ
35114,Braun R Internationale Spedition GesmbH,Schützenstr,12,Lauterach,6923,,150,25000000,http://www.braunsped.at,office@braunsped.at,,055746717,Speditionen,3621,Transportunternehmen,,VS553
35117,Büchele Stefan Ofen und Fliesen,Hofsteigstr,24,Hard,6971,,1,90000,http://www.buechele.co.at,office@buechele.co.at,,0557472563,Kachel- u Kaminöfen,1825,Kachelöfen,,WBjz8
35118,Edelstahltechnik Gobber GmbH,Bahnhofstr,16,Hard,6971,,5,700000,http://www.edelstahl-gobber.com,office@edelstahl-gobber.com,,0557479714,Edelstahl,907,Edelstahl,,ZMggH
35120,Cafe Waltner,Landstr,19,Hard,6971,,7,275000,http://www.cafe-waltner.at,office@cafe-waltner.at,,0557473119,Kaffeehäuser,1831,Cafe,,qSNr4
35129,Erne Fittings GmbH,Hauptstr,48,Schlins,6824,,335,91400000,http://www.ernefittings.com,office@ernefittings.com,,05524501,Rohre u -zubehör,2996,Rohr,,hvWls
35130,Fetzel GmbH,Wingertstr,2,Schlins,6824,,21,1700000,http://www.fetzel-kanal.at,info@fetzel-kanal.at,,055248556,Kanalräumung u -reinigung,1856,Kanalreinigung,,l6TS2
35138,Rala Lampert GesmbH,Eicheng,22,Schlins,6824,,33,4500000,http://www.rala.at,info@rala.at,,055248353,Reinigungsbedarf u Reinigungsmittel,2925,Reinigungsbedarf,,91RVX
35139,Lorünser Austria GmbH,Bahnhofstr,9,Schlins,6824,,24,11500000,http://www.loruenser-substations.com,office@loruenser-substations.com,,055248291,Armaturen / Erzeugung u Großhandel,154,Armaturen,,8GncW
35147,Spiegl Max GesmbH & Co KG,Eicheng,20,Schlins,6824,,3,850000,http://www.spiegl-schlins.com,info@spiegl-schlins.com,,055248112,Kachel- u Kaminöfen,1825,Kachelöfen,,2RbQM
35154,Berghaus Kanisfluh,Schnepfegg,54,Schnepfau,6882,,6,500000,http://www.kanisfluh.net,info@kanisfluh.net,,055182108,Gasthäuser u Gasthöfe,1352,Gasthaus,,NdrtW
35155,Sennerei Schnepfau regGenmbH,Dorf,123,Schnepfau,6882,,5,,http://www.sennerei-schnepfau.at,sennerei.schnepfau@aon.at,,055182820,Molkereien u Molkereiprodukte,2497,Molkerei,,MvD1V
35156,Appartements Margret,Halde,298,Schoppernau,6886,,,,http://www.tiscover.at/appartements.margret,margret.f@aon.at,,055152158,Appartements / Ferienwohnungen,130,Ferienwohnungen,,Q69hf
35159,Rüscher GmbH,Nr.,6,Schnepfau,6882,,17,1500000,http://www.tischlerei-ruescher.com,,,055182101,Tischlereien,3951,Tischler,,Qppbl
35168,Josef Berchtel,Alte Landstr,96,Schnifis,6822,,,,http://www.tischlerei-berchtel.at,josef.berchtel@utanet.at,06647923852,,Tischlereien,3951,Tischler,,bpzTN
35169,Berchtel GmbH Zimmerei - Holzbau,Jagdbergstr,122,Schnifis,6822,,12,1000000,http://www.zimmerei-berchtel.at,info@zimmerei-berchtel.at,,055248501,Zimmereien,4400,Zimmerei,,b6KbM
35172,ERHART Transport GmbH,Schnifner Str,224,Schnifis,6822,,12,1300000,http://www.erhart-trans.com,office@erhart-trans.com,,055248518,Transportunternehmen,3995,Transport,,fkb5d
35174,Erne Dienstleistungen,Dünser Str,179,Schnifis,6822,,1,150000,http://www.erne.cc,erne@erne.cc,06641422120,,Gartenpflege,1330,Gartenpflegedienste,,hBssl
35185,Diedamskopf Alpin Tourismus GmbH & CO KG,Halde,300,Schoppernau,6886,,57,5600000,http://www.diedamskopf.at,info@diedamskopf.at,,055154110,Bergbahnen,426,Bergbahn,,pkkzL
35189,Dorfbäckerei Oberhauser,Unterdorf,21,Schoppernau,6886,,,,http://www.dorfbaeckerei.com,info@dorfbaeckerei.com,,055154124,Bäckereien,300,Bäckerei,,sfLZb
35190,Gasthof-Pension Adler,Mitteldorf,42,Schoppernau,6886,,13,1100000,http://www.gasthof-adler.at,muxel@gasthof-adler.at,,055152106,Gasthäuser u Gasthöfe,1352,Gasthaus,,vqJGk
35192,Wohlfühlhotel HIRSCHEN,Oberdorf,46,Schoppernau,6886,,21,1400000,http://www.hirschen.at,hotel@hirschen.at,,055152115,Hotels,1694,Hotel,,jfBhC
35193,Sporthotel Krone,Unterdorf,22,Schoppernau,6886,,14,900000,http://www.sporthotel-krone.at,info@sporthotel-krone.at,,055152116,Hotels,1694,Hotel,,hvWnB
35197,Hager Bau GmbH,Holderstauden,332,Schoppernau,6886,,5,800000,http://www.hagerbau.at,hager.bau@aon.at,,055152026,Bauunternehmen,392,Baufirma,,lq8NQ
35200,Matt Sport + Mode,Mitteldorf,34,Schoppernau,6886,,,,http://www.matt.at,office@matt.at,,055152409,Sportartikel u -geräte,3652,Sportartikel,,7X8kk
35213,Spar Supermarkt - Moosbrugger Walter,Lugen,189,Au,6883,,14,1800000,http://www.spar.at,office@spar.at,,0551530170,Lebensmittel / Einzelhandel,2218,Lebensmittel,,3ttFn
35219,Claus Schwarzmann,Hinterm Stein,304,Schoppernau,6886,,5,360000,http://www.dasfenster.net,,,055152350,Fenster,1121,Fenster,,MvD2p
35220,Maria Simma,Mitteldorf,269,Schoppernau,6886,,,,http://www.tiscover.at/simma-maria,,,055152417,Appartements / Ferienwohnungen,130,Ferienwohnungen,,Q69jx
35224,ADEG Markt - Dietmar Strolz,Unterdorf,9,Schoppernau,6886,,5,1300000,http://www.adeg.at,,,055152117,Lebensmittel / Einzelhandel,2218,Lebensmittel,,FMLwX
35227,Schoppernau Tourismus,Unterdorf,2,Schoppernau,6886,,,,http://www.schoppernau.at,schoppernau@au-schoppernau.at,,055152495,Tourismusinformation u -organisationen,4485,Tourismusbüro,,G61qf
35236,Gasthof Tannberg,Heimboden,3,Schröcken,6888,,7,475000,http://www.tannberg.at,info@tannberg.at,,05519268,Gasthäuser u Gasthöfe,1352,Gasthaus,,fkb6w
35237,Berghotel Körbersee,Nr.,75,Schröcken,6888,,16,650000,http://www.koerbersee.at,hotel@koerbersee.at,,05519265,Hotels,1694,Hotel,,f1wCv
35239,Hotel Widderstein,Nesslegg,38,Schröcken,6888,,,,http://www.widderstein.at,urlaub@widderstein.at,,05519400,Hotels,1694,Hotel,,gSF23
